# UPSAMPLED
time_s,ecg1,ecg2,ecg3,ppg,abp,accelx,accely,accelz,resp,cvp
0.142000,8176,8160,8175,2173.5,4.9406565e-324,1.7802221e-306,4.9406565e-324,4.9406565e-324,978.125,0
0.143000,8176,8160,8175,2170.75,7.2636753,3.1152426e-307,7.2636753,9.8813129e-324,978.0625,3.4584595e-323
0.144000,8176,8160,8175,2168,1.157105e-306,8.0110604e-307,1.3507755e-320,-1,978,4.0676425e-320
0.145000,8176,8160,8175,2164.875,1.1654885e-311,1.0681135e-306,1.1654885e-311,0,978,0
0.146000,8176,8160,8175,2161.75,1.5810101e-322,0,0,0,978,0
0.147000,8175.5,8159.5,8175,2158.625,-3.8227405e-270,-5.5680302e-222,-5.604502e-222,-3.8384529e-270,978,-1.3137061e-231
0.148000,8175,8159,8175,2155.5,2.1219958e-314,4.4504321e-308,4.4504321e-308,4.9406565e-324,978,4.9406565e-324
0.149000,8175,8159,8175,2152.375,1.1654884e-311,9.3460979e-307,1.6022107e-306,4.9406565e-324,978,6.9515141e-310
0.150000,8175,8159,8175,2149.25,0,1.3796171e-306,1.780218e-306,6.3240403e-322,978,1.1652156e-311
0.151000,8175,8159,8175,2146.125,0,3.7236493e-317,3.7236448e-317,2.0317034e-255,978,1.1652157e-311
0.152000,8175,8159,8175,2143,0,0,0,1.1654884e-311,978,0
0.153000,8174.5,8159.5,8176,2139.75,-1.030858e-202,-1.2967226e-231,-3.8356802e-270,-1.3064724e-231,978,-3.8615594e-270
0.154000,8174,8160,8177,2136.5,1.6911933e-306,0,4.9406565e-324,4.9406565e-324,978,2.1219958e-314
0.155000,8175,8160,8176,2133.25,1.7802153e-306,0,8.1026766e-322,9.8813129e-324,978,0
0.156000,8176,8160,8175,2130,3.1152426e-307,0,2.5296161e-321,1.1654911e-311,978,1.1654882e-311
0.157000,8176,8160,8175,2126.75,0,1000,2.0317034e-255,1.1654911e-311,978,0
0.158000,8176,8160,8175,2123.5,0,0,1.1652473e-311,0,978,0
0.159000,8176,8160,8175,2120.25,-3.824589e-270,-1.2970371e-231,-1.0343465e-202,-1.3067869e-231,978,-1.3143351e-231
0.160000,8176,8160,8175,2117,2.1219958e-314,4.9406565e-324,4.9406565e-324,1.1992799e+151,978,4.9406565e-324
0.161000,8176,8160,8175,2113.625,1.1654884e-311,9.8813129e-324,1.9762626e-323,1.1989671e+16,978,6.9531246e-310
0.162000,8176,8160,8175,2110.25,0,-1,9.4571666e-308,1.1316405e+45,978,6.9531247e-310
0.163000,8175.5,8160.5,8176,2106.875,0,0,0,0,978,6.9529314e-310
0.164000,8175,8161,8177,2103.5,0,0,0,0,978,0
0.165000,8176,8161,8176,2100.125,-3.8255133e-270,-1.2973516e-231,-1.3058433e-231,-3.8412257e-270,978,-1.3146496e-231
0.166000,8177,8161,8175,2096.75,4.9406565e-324,4.9406565e-324,4.9406565e-324,9.3460979e-307,978,4.9406565e-324
0.167000,8176.5,8161.5,8176,2093.375,9.8813129e-324,9.8813129e-324,9.8813129e-324,1.1126143e-306,978,6.9531246e-310
0.168000,8176,8162,8177,2090,6.3240403e-322,1.1654911e-311,-1,4.0052416e-307,978,6.9531247e-310
0.169000,8176.5,8162.5,8177,2086.75,2.0317034e-255,1.1654911e-311,0,4.45064e-308,978,6.9529314e-310
0.170000,8177,8163,8177,2083.5,1.1654884e-311,0,0,1.4429808e-312,978,0
0.171000,8177,8163,8177,2080.25,-1.3020692e-231,-3.8134979e-270,-3.8384529e-270,-3.84215e-270,978,-3.8643322e-270
0.172000,8177,8163,8177,2077,4.9406565e-324,4.9406565e-324,4.9406565e-324,4.9406565e-324,978,2.1219958e-314
0.173000,8177.5,8163.5,8177,2073.75,9.8813129e-324,5.9287878e-323,4.9406565e-324,3.4584595e-323,978,1.1652481e-311
0.174000,8178,8164,8177,2070.5,1.1654911e-311,6.3240403e-322,6.3240403e-322,6.3240403e-322,978,1.1654885e-311
0.175000,8178,8164,8177,2067.25,1.1654911e-311,2.0317034e-255,2.0317034e-255,2.0317034e-255,978,0
0.176000,8178,8164,8177,2064,0,1.1654884e-311,1.1654884e-311,1.1654884e-311,978,0
0.177000,8177.5,8164.5,8178,2061.25,-1.3023837e-231,-3.8144222e-270,-1.3064724e-231,-1.3077304e-231,978,-1.3152786e-231
0.178000,8177,8165,8179,2058.5,1.1992799e+151,4.9406565e-324,4.9406565e-324,1.1992799e+151,978,4.9406565e-324
0.179000,8177,8165,8179,2055.75,1.1989671e+16,3.4584595e-323,9.8813129e-324,2.3065041e+59,978,9.8813129e-324
0.180000,8177,8165,8179,2053,2.8227574e-307,6.3240403e-322,1.1654911e-311,4.6839318e+25,978,1.1652406e-311
0.181000,8176.5,8165.5,8180,2050.25,0,2.0317034e-255,1.1654911e-311,1.0662925e-319,978,1.1654882e-311
0.182000,8176,8166,8181,2047.5,0,1.1654884e-311,0,0,978,0
0.183000,8176.5,8166.5,8181,2044.75,-3.8282861e-270,-1.2982951e-231,-1.3067869e-231,-3.0455294e-241,978,-5.6504294e-222
0.184000,8177,8167,8181,2042,2.1219958e-314,4.9406565e-324,1.1992799e+151,4.2278678e-307,978,1.3796259e-306
0.185000,8177.5,8167.5,8181,2039.75,1.1654884e-311,9.8813129e-324,1.1989671e+16,2.3363819e-307,978,4.0052416e-307
0.186000,8178,8168,8181,2037.5,0,-1,1.1316405e+45,2.2252287e-306,978,9.3461047e-307
0.187000,8178,8168,8181,2035.25,0,0,0,8.9009813e-307,978,3.7560308e-317
0.188000,8178,8168,8181,2033,0,0,0,0,978,0
0.189000,8177.5,8168.5,8182,2030.75,-5.5963972e-222,-1.2986096e-231,-3.8412257e-270,-3.8449228e-270,978,-3.867105e-270
0.190000,8177,8169,8183,2028.5,1.3796232e-306,4.9406565e-324,9.3460979e-307,2.1219958e-314,978,2.1219958e-314
0.191000,8177,8169,8183,2026.25,9.3460504e-307,7.2636753,1.1126143e-306,1.1652481e-311,978,0
0.192000,8177,8169,8183,2024,2.1138745e-307,1.3354594e-320,4.0052416e-307,1.1654882e-311,978,1.1654882e-311
0.193000,8177,8169,8183,2022,2.5903679e-317,1.1654884e-311,4.45064e-308,0,978,0
0.194000,8177,8169,8183,2020,0,0,1.4429808e-312,0,978,0
0.195000,8177,8169,8183,2018,-1.3033273e-231,-3.817195e-270,-3.84215e-270,-3.845847e-270,978,-3.8680292e-270
0.196000,8177,8169,8183,2016,9.5217163e+150,1.7802058e-306,4.9406565e-324,4.9406565e-324,978,2.1219958e-314
0.197000,8177,8169,8183,2014,5.1675206e+25,4.0053604e-307,3.4584595e-323,4.9406565e-324,978,0
0.198000,8177,8169,8183,2012,1.1295411e-307,1.3350939e-306,6.3240403e-322,6.3240403e-322,978,1.1654882e-311
0.199000,8178,8169,8182,2010,0,7.5659234e-307,2.0317034e-255,2.0317034e-255,978,0
0.200000,8179,8169,8181,2008,0,2.4191111e-312,1.1654884e-311,1.1652409e-311,978,0
0.201000,8178.5,8169.5,8182,2006,-1.3036418e-231,-1.2992386e-231,-1.3077304e-231,-3.8467713e-270,978,-3.8689535e-270
0.202000,8178,8170,8183,2004,1.1992799e+151,1.1992799e+151,1.1992799e+151,2.1219958e-314,978,2.1219958e-314
0.203000,8178.5,8170.5,8183,2002,2.3065041e+59,2.3065041e+59,2.3065041e+59,1.1652404e-311,978,1.1654883e-311
0.204000,8179,8171,8183,2000,9.1674882e+102,1.4922761e+11,4.6839318e+25,1.1660264e-311,978,1.1654882e-311
0.205000,8178.5,8171.5,8184,1998,9.776571e-320,3.9525252e-322,1.0662925e-319,0,978,0
0.206000,8178,8172,8185,1996,0,0,0,0,978,0
0.207000,8178,8172,8185,1994,-1.6458242e-260,-1.2995532e-231,-3.0455294e-241,-3.6398327e-310,978,-3.8698777e-270
0.208000,8178,8172,8185,1992,4.4506612e-308,4.4504321e-308,4.2278678e-307,0,978,2.1219958e-314
0.209000,8178,8172,8185,1990.125,1.379613e-306,1.7801908e-306,2.3363819e-307,3.4584595e-323,978.125,1.1652404e-311
0.210000,8178,8172,8185,1988.25,2.2252287e-306,2.7813966e-307,2.2252287e-306,4.0676425e-320,978.25,1.1654882e-311
0.211000,8178,8172,8185,1986.375,9.3460096e-307,2.3554484e-312,8.9009813e-307,0,978.375,0
0.212000,8178,8172,8185,1984.5,3.7560283e-317,0,0,0,978.5,0
0.213000,8178,8172,8185,1982.625,-3.8329074e-270,-1.2998677e-231,-3.8449228e-270,-3.6941558e-310,978.625,-1.3173487e-231
0.214000,8178,8172,8185,1980.75,4.9406565e-324,4.9406565e-324,2.1219958e-314,0,978.75,4.9406565e-324
0.215000,8178.5,8172.5,8185,1978.875,4.9406565e-324,6.9515141e-310,1.1652481e-311,1.4821969e-323,978.875,9.8813129e-324
0.216000,8179,8173,8185,1977,6.3240403e-322,6.9515141e-310,1.1654882e-311,6.3240403e-322,979,1.1654882e-311
0.217000,8179,8173,8185,1975.5,2.0317034e-255,0,0,2.0317034e-255,979.125,1.1654904e-311
0.218000,8179,8173,8185,1974,1.1654884e-311,0,0,1.1652409e-311,979.25,1.1654883e-311
0.219000,8179.5,8173.5,8185,1972.5,-1.3045853e-231,-1.3001822e-231,-3.845847e-270,-3.8495441e-270,979.375,-1.3174802e-231
0.220000,8180,8174,8185,1971,4.9406565e-324,1.1992799e+151,4.9406565e-324,2.1219958e-314,979.5,4.9406565e-324
0.221000,8179.5,8174.5,8186,1969.5,7.2636753,1.1989671e+16,4.9406565e-324,1.1652481e-311,979.625,6.9531246e-310
0.222000,8179,8175,8187,1968,1.3507755e-320,1.1316405e+45,6.3240403e-322,1.1654882e-311,979.75,6.9531247e-310
0.223000,8179,8175,8187,1966.5,1.1654885e-311,3.6066792e-322,2.0317034e-255,0,979.875,6.9529314e-310
0.224000,8179,8175,8187,1965,0,0,1.1652409e-311,0,980,0
